Nome,Número,Peso,Altura,Tipos,Habilidades,Habilidades Descrição,Habilidades URL,Url Pokémon,Evoluções,Evoluções Número,Evoluções URL
Pyukumuku,0771,1.2 kg (2.6 lbs),0.3 m (1′00″),Water,"Innards Out,Unaware"," Deals damage upon fainting., Ignores any stat changes in the Pokémon."," https://pokemondb.net//ability/innards-out, https://pokemondb.net//ability/unaware",https://pokemondb.net/pokedex/pyukumuku,,,
Palossand,0770,250.0 kg (551.2 lbs),1.3 m (4′03″),"Ghost,Ground","Water Compaction,Sand Veil"," Sharply raises Defense when hit by a Water-type move., Boosts the Pokémon's evasion in a sandstorm."," https://pokemondb.net//ability/water-compaction, https://pokemondb.net//ability/sand-veil",https://pokemondb.net/pokedex/palossand,,,
Sandygast,0769,70.0 kg (154.3 lbs),0.5 m (1′08″),"Ghost,Ground","Water Compaction,Sand Veil"," Sharply raises Defense when hit by a Water-type move., Boosts the Pokémon's evasion in a sandstorm."," https://pokemondb.net//ability/water-compaction, https://pokemondb.net//ability/sand-veil",https://pokemondb.net/pokedex/sandygast,Palossand, #0770, https://pokemondb.net//pokedex/palossand
Golisopod,0768,108.0 kg (238.1 lbs),2.0 m (6′07″),"Bug,Water",Emergency Exit, Switches out when HP falls below 50%., https://pokemondb.net//ability/emergency-exit,https://pokemondb.net/pokedex/golisopod,,,
Wimpod,0767,12.0 kg (26.5 lbs),0.5 m (1′08″),"Bug,Water",Wimp Out, Switches out when HP drops below half., https://pokemondb.net//ability/wimp-out,https://pokemondb.net/pokedex/wimpod,Golisopod, #0768, https://pokemondb.net//pokedex/golisopod
Drampa,0780,185.0 kg (407.9 lbs),3.0 m (9′10″),"Normal,Dragon","Berserk,Sap Sipper,Cloud Nine"," Raises Special Attack when HP drops below half., Boosts Attack when hit by a Grass-type move., Eliminates the effects of weather."," https://pokemondb.net//ability/berserk, https://pokemondb.net//ability/sap-sipper, https://pokemondb.net//ability/cloud-nine",https://pokemondb.net/pokedex/drampa,,,
Bruxish,0779,19.0 kg (41.9 lbs),0.9 m (2′11″),"Water,Psychic","Dazzling,Strong Jaw,Wonder Skin"," Protects the Pokémon from high-priority moves., Boosts the power of biting moves., Makes status-changing moves more likely to miss."," https://pokemondb.net//ability/dazzling, https://pokemondb.net//ability/strong-jaw, https://pokemondb.net//ability/wonder-skin",https://pokemondb.net/pokedex/bruxish,,,
Xurkitree,0796,100.0 kg (220.5 lbs),3.8 m (12′06″),Electric,Beast Boost, The Pokémon boosts its most proficient stat each time it knocks out a Pokémon., https://pokemondb.net//ability/beast-boost,https://pokemondb.net/pokedex/xurkitree,,,
Pheromosa,0795,25.0 kg (55.1 lbs),1.8 m (5′11″),"Bug,Fighting",Beast Boost, The Pokémon boosts its most proficient stat each time it knocks out a Pokémon., https://pokemondb.net//ability/beast-boost,https://pokemondb.net/pokedex/pheromosa,,,
Buzzwole,0794,333.6 kg (735.5 lbs),2.4 m (7′10″),"Bug,Fighting",Beast Boost, The Pokémon boosts its most proficient stat each time it knocks out a Pokémon., https://pokemondb.net//ability/beast-boost,https://pokemondb.net/pokedex/buzzwole,,,
Nihilego,0793,55.5 kg (122.4 lbs),1.2 m (3′11″),"Rock,Poison",Beast Boost, The Pokémon boosts its most proficient stat each time it knocks out a Pokémon., https://pokemondb.net//ability/beast-boost,https://pokemondb.net/pokedex/nihilego,,,
Lunala,0792,120.0 kg (264.6 lbs),4.0 m (13′01″),"Psychic,Ghost",Shadow Shield, Reduces damage when HP is full., https://pokemondb.net//ability/shadow-shield,https://pokemondb.net/pokedex/lunala,Cosmoem, #0790, https://pokemondb.net//pokedex/cosmoem
Solgaleo,0791,230.0 kg (507.1 lbs),3.4 m (11′02″),"Psychic,Steel",Full Metal Body, Prevents other Pokémon from lowering its stats., https://pokemondb.net//ability/full-metal-body,https://pokemondb.net/pokedex/solgaleo,Cosmoem, #0790, https://pokemondb.net//pokedex/cosmoem
Rillaboom,0812,90.0 kg (198.4 lbs),2.1 m (6′11″),Grass,"Overgrow,Grassy Surge"," Powers up Grass-type moves in a pinch., The Pokémon creates a Grassy Terrain when it enters a battle."," https://pokemondb.net//ability/overgrow, https://pokemondb.net//ability/grassy-surge",https://pokemondb.net/pokedex/rillaboom,,,
Thwackey,0811,14.0 kg (30.9 lbs),0.7 m (2′04″),Grass,"Overgrow,Grassy Surge"," Powers up Grass-type moves in a pinch., The Pokémon creates a Grassy Terrain when it enters a battle."," https://pokemondb.net//ability/overgrow, https://pokemondb.net//ability/grassy-surge",https://pokemondb.net/pokedex/thwackey,Rillaboom, #0812," https://pokemondb.net//pokedex/thwackey, https://pokemondb.net//pokedex/rillaboom"
Skwovet,0819,2.5 kg (5.5 lbs),0.3 m (1′00″),Normal,"Cheek Pouch,Gluttony"," Restores additional HP when a Berry is consumed., Encourages the early use of a held Berry."," https://pokemondb.net//ability/cheek-pouch, https://pokemondb.net//ability/gluttony",https://pokemondb.net/pokedex/skwovet,Greedent, #0820, https://pokemondb.net//pokedex/greedent
Inteleon,0818,45.2 kg (99.6 lbs),1.9 m (6′03″),Water,"Torrent,Sniper"," Powers up Water-type moves in a pinch., Powers up moves if they become critical hits."," https://pokemondb.net//ability/torrent, https://pokemondb.net//ability/sniper",https://pokemondb.net/pokedex/inteleon,,,
Drizzile,0817,11.5 kg (25.4 lbs),0.7 m (2′04″),Water,"Torrent,Sniper"," Powers up Water-type moves in a pinch., Powers up moves if they become critical hits."," https://pokemondb.net//ability/torrent, https://pokemondb.net//ability/sniper",https://pokemondb.net/pokedex/drizzile,Inteleon, #0818," https://pokemondb.net//pokedex/drizzile, https://pokemondb.net//pokedex/inteleon"
Sobble,0816,4.0 kg (8.8 lbs),0.3 m (1′00″),Water,"Torrent,Sniper"," Powers up Water-type moves in a pinch., Powers up moves if they become critical hits."," https://pokemondb.net//ability/torrent, https://pokemondb.net//ability/sniper",https://pokemondb.net/pokedex/sobble,"Drizzile,Inteleon"," #0817, #0818"," https://pokemondb.net//pokedex/drizzile, https://pokemondb.net//pokedex/inteleon"
Cinderace,0815,33.0 kg (72.8 lbs),1.4 m (4′07″),Fire,"Blaze,Libero"," Powers up Fire-type moves in a pinch., Changes the Pokémon's type to its last used move."," https://pokemondb.net//ability/blaze, https://pokemondb.net//ability/libero",https://pokemondb.net/pokedex/cinderace,,,
Raboot,0814,9.0 kg (19.8 lbs),0.6 m (2′00″),Fire,"Blaze,Libero"," Powers up Fire-type moves in a pinch., Changes the Pokémon's type to its last used move."," https://pokemondb.net//ability/blaze, https://pokemondb.net//ability/libero",https://pokemondb.net/pokedex/raboot,Cinderace, #0815," https://pokemondb.net//pokedex/raboot, https://pokemondb.net//pokedex/cinderace"
Dottler,0825,19.5 kg (43.0 lbs),0.4 m (1′04″),"Bug,Psychic","Swarm,Compound Eyes,Telepathy"," Powers up Bug-type moves in a pinch., The Pokémon's accuracy is boosted., Anticipates an ally's attack and dodges it."," https://pokemondb.net//ability/swarm, https://pokemondb.net//ability/compound-eyes, https://pokemondb.net//ability/telepathy",https://pokemondb.net/pokedex/dottler,Orbeetle, #0826," https://pokemondb.net//pokedex/dottler, https://pokemondb.net//pokedex/orbeetle"
Blipbug,0824,8.0 kg (17.6 lbs),0.4 m (1′04″),Bug,"Swarm,Compound Eyes,Telepathy"," Powers up Bug-type moves in a pinch., The Pokémon's accuracy is boosted., Anticipates an ally's attack and dodges it."," https://pokemondb.net//ability/swarm, https://pokemondb.net//ability/compound-eyes, https://pokemondb.net//ability/telepathy",https://pokemondb.net/pokedex/blipbug,"Dottler,Orbeetle"," #0825, #0826"," https://pokemondb.net//pokedex/dottler, https://pokemondb.net//pokedex/orbeetle"
Coalossal,0839,310.5 kg (684.5 lbs),2.8 m (9′02″),"Rock,Fire","Steam Engine,Flame Body,Flash Fire"," Drastically raises Speed when hit by a Fire- or Water-type move., Contact with the Pokémon may burn the attacker., It powers up Fire-type moves if it's hit by one."," https://pokemondb.net//ability/steam-engine, https://pokemondb.net//ability/flame-body, https://pokemondb.net//ability/flash-fire",https://pokemondb.net/pokedex/coalossal,,,
Carkol,0838,78.0 kg (172.0 lbs),1.1 m (3′07″),"Rock,Fire","Steam Engine,Flame Body,Flash Fire"," Drastically raises Speed when hit by a Fire- or Water-type move., Contact with the Pokémon may burn the attacker., It powers up Fire-type moves if it's hit by one."," https://pokemondb.net//ability/steam-engine, https://pokemondb.net//ability/flame-body, https://pokemondb.net//ability/flash-fire",https://pokemondb.net/pokedex/carkol,Coalossal, #0839," https://pokemondb.net//pokedex/carkol, https://pokemondb.net//pokedex/coalossal"
Rolycoly,0837,12.0 kg (26.5 lbs),0.3 m (1′00″),Rock,"Steam Engine,Heatproof,Flash Fire"," Drastically raises Speed when hit by a Fire- or Water-type move., Weakens the power of Fire-type moves., It powers up Fire-type moves if it's hit by one."," https://pokemondb.net//ability/steam-engine, https://pokemondb.net//ability/heatproof, https://pokemondb.net//ability/flash-fire",https://pokemondb.net/pokedex/rolycoly,"Carkol,Coalossal"," #0838, #0839"," https://pokemondb.net//pokedex/carkol, https://pokemondb.net//pokedex/coalossal"
Boltund,0836,34.0 kg (75.0 lbs),1.0 m (3′03″),Electric,"Strong Jaw,Competitive"," Boosts the power of biting moves., Sharply raises Special Attack when the Pokémon's stats are lowered."," https://pokemondb.net//ability/strong-jaw, https://pokemondb.net//ability/competitive",https://pokemondb.net/pokedex/boltund,,,
Yamper,0835,13.5 kg (29.8 lbs),0.3 m (1′00″),Electric,"Ball Fetch,Rattled"," Retrieves a Poké Ball from a failed throw., Bug, Ghost or Dark type moves scare it and boost its Speed."," https://pokemondb.net//ability/ball-fetch, https://pokemondb.net//ability/rattled",https://pokemondb.net/pokedex/yamper,Boltund, #0836, https://pokemondb.net//pokedex/boltund
Drednaw,0834,115.5 kg (254.6 lbs),1.0 m (3′03″),"Water,Rock","Strong Jaw,Shell Armor,Swift Swim"," Boosts the power of biting moves., The Pokémon is protected against critical hits., Boosts the Pokémon's Speed in rain."," https://pokemondb.net//ability/strong-jaw, https://pokemondb.net//ability/shell-armor, https://pokemondb.net//ability/swift-swim",https://pokemondb.net/pokedex/drednaw,,,
Cramorant,0845,18.0 kg (39.7 lbs),0.8 m (2′07″),"Flying,Water",Gulp Missile, Returns with a catch in its mouth after using Surf or Dive., https://pokemondb.net//ability/gulp-missile,https://pokemondb.net/pokedex/cramorant,,,
Sandaconda,0844,65.5 kg (144.4 lbs),3.8 m (12′06″),Ground,"Sand Spit,Shed Skin,Sand Veil"," Creates a sandstorm when hit by an attack., The Pokémon may heal its own status problems., Boosts the Pokémon's evasion in a sandstorm."," https://pokemondb.net//ability/sand-spit, https://pokemondb.net//ability/shed-skin, https://pokemondb.net//ability/sand-veil",https://pokemondb.net/pokedex/sandaconda,,,
Clobbopus,0852,4.0 kg (8.8 lbs),0.6 m (2′00″),Fighting,"Limber,Technician"," The Pokémon is protected from paralysis., Powers up the Pokémon's weaker moves."," https://pokemondb.net//ability/limber, https://pokemondb.net//ability/technician",https://pokemondb.net/pokedex/clobbopus,Grapploct, #0853, https://pokemondb.net//pokedex/grapploct
Centiskorch,0851,120.0 kg (264.6 lbs),3.0 m (9′10″),"Fire,Bug","Flash Fire,White Smoke,Flame Body"," It powers up Fire-type moves if it's hit by one., Prevents other Pokémon from lowering its stats., Contact with the Pokémon may burn the attacker."," https://pokemondb.net//ability/flash-fire, https://pokemondb.net//ability/white-smoke, https://pokemondb.net//ability/flame-body",https://pokemondb.net/pokedex/centiskorch,,,
Sizzlipede,0850,1.0 kg (2.2 lbs),0.7 m (2′04″),"Fire,Bug","Flash Fire,White Smoke,Flame Body"," It powers up Fire-type moves if it's hit by one., Prevents other Pokémon from lowering its stats., Contact with the Pokémon may burn the attacker."," https://pokemondb.net//ability/flash-fire, https://pokemondb.net//ability/white-smoke, https://pokemondb.net//ability/flame-body",https://pokemondb.net/pokedex/sizzlipede,Centiskorch, #0851, https://pokemondb.net//pokedex/centiskorch
Toxtricity,0849,40.0 kg (88.2 lbs),1.6 m (5′03″),"Electric,Poison","Punk Rock,Plus,Technician,Punk Rock,Minus,Technician"," Boosts sound-based moves and halves damage from the same moves., Ups Sp. Atk if another Pokémon has Plus or Minus., Powers up the Pokémon's weaker moves., Boosts sound-based moves and halves damage from the same moves., Ups Sp. Atk if another Pokémon has Plus or Minus., Powers up the Pokémon's weaker moves."," https://pokemondb.net//ability/punk-rock, https://pokemondb.net//ability/plus, https://pokemondb.net//ability/technician, https://pokemondb.net//ability/punk-rock, https://pokemondb.net//ability/minus, https://pokemondb.net//ability/technician",https://pokemondb.net/pokedex/toxtricity,,,
Toxel,0848,11.0 kg (24.3 lbs),0.4 m (1′04″),"Electric,Poison","Rattled,Static,Klutz"," Bug, Ghost or Dark type moves scare it and boost its Speed., Contact with the Pokémon may cause paralysis., The Pokémon can't use any held items."," https://pokemondb.net//ability/rattled, https://pokemondb.net//ability/static, https://pokemondb.net//ability/klutz",https://pokemondb.net/pokedex/toxel,,,
Barraskewda,0847,30.0 kg (66.1 lbs),1.3 m (4′03″),Water,"Swift Swim,Propeller Tail"," Boosts the Pokémon's Speed in rain., Ignores moves and abilities that draw in moves."," https://pokemondb.net//ability/swift-swim, https://pokemondb.net//ability/propeller-tail",https://pokemondb.net/pokedex/barraskewda,,,
Hatterene,0858,5.1 kg (11.2 lbs),2.1 m (6′11″),"Psychic,Fairy","Healer,Anticipation,Magic Bounce"," May heal an ally's status conditions., Senses a foe's dangerous moves., Reflects status- changing moves."," https://pokemondb.net//ability/healer, https://pokemondb.net//ability/anticipation, https://pokemondb.net//ability/magic-bounce",https://pokemondb.net/pokedex/hatterene,,,
Hattrem,0857,4.8 kg (10.6 lbs),0.6 m (2′00″),Psychic,"Healer,Anticipation,Magic Bounce"," May heal an ally's status conditions., Senses a foe's dangerous moves., Reflects status- changing moves."," https://pokemondb.net//ability/healer, https://pokemondb.net//ability/anticipation, https://pokemondb.net//ability/magic-bounce",https://pokemondb.net/pokedex/hattrem,Hatterene, #0858," https://pokemondb.net//pokedex/hattrem, https://pokemondb.net//pokedex/hatterene"
Runerigus,0867,66.6 kg (146.8 lbs),1.6 m (5′03″),"Ground,Ghost",Wandering Spirit, Swaps abilities with opponents on contact., https://pokemondb.net//ability/wandering-spirit,https://pokemondb.net/pokedex/runerigus,,,
Mr. Rime,0866,58.2 kg (128.3 lbs),1.5 m (4′11″),"Ice,Psychic","Tangled Feet,Screen Cleaner,Ice Body"," Raises evasion if the Pokémon is confused., Nullifies effects of Light Screen, Reflect, and Aurora Veil., The Pokémon gradually regains HP in a hailstorm."," https://pokemondb.net//ability/tangled-feet, https://pokemondb.net//ability/screen-cleaner, https://pokemondb.net//ability/ice-body",https://pokemondb.net/pokedex/mr-rime,,,
Sirfetch'd,0865,117.0 kg (257.9 lbs),0.8 m (2′07″),Fighting,"Steadfast,Scrappy"," Raises Speed each time the Pokémon flinches., Enables moves to hit Ghost-type Pokémon."," https://pokemondb.net//ability/steadfast, https://pokemondb.net//ability/scrappy",https://pokemondb.net/pokedex/sirfetchd,,,
Cursola,0864,0.4 kg (0.9 lbs),1.0 m (3′03″),Ghost,"Weak Armor,Perish Body"," Physical attacks lower Defense and raise Speed., When hit by a move that makes direct contact, the Pokémon and the attacker will faint after three turns unless they switch out of battle."," https://pokemondb.net//ability/weak-armor, https://pokemondb.net//ability/perish-body",https://pokemondb.net/pokedex/cursola,,,
